"old_name","old_type","new_name","first_level","second_level","third_level","fourth_level"
"<http://dbpedia.org/resource/Yapı_ve_Kredi_Bankası>","0","<http://dbpedia.org/resource/Yapı_Kredi>","Company","Bank"
"<http://dbpedia.org/resource/Mental_Images>","0","<http://dbpedia.org/resource/Mental_Images>","Company"
"<http://dbpedia.org/resource/Stags'_Leap_Winery>","0","<http://dbpedia.org/resource/Stags'_Leap_Winery>","Company","Winery"
"<http://dbpedia.org/resource/Dorman_Long>","0","<http://dbpedia.org/resource/Dorman_Long>","Company"
"<http://dbpedia.org/resource/Open_Text_Corporation>","0","<http://dbpedia.org/resource/OpenText>","Company"
"<http://dbpedia.org/resource/Vodafone_India>","0","<http://dbpedia.org/resource/Vodafone_India>","Company"
"<http://dbpedia.org/resource/Voxx_International>","0","<http://dbpedia.org/resource/Voxx_International>","Company"
"<http://dbpedia.org/resource/Klout>","0","<http://dbpedia.org/resource/Klout>","Company"
"<http://dbpedia.org/resource/Al_Mar_Knives>","0","<http://dbpedia.org/resource/Al_Mar_Knives>","Company"
"<http://dbpedia.org/resource/New_Line_Home_Entertainment>","0","<http://dbpedia.org/resource/New_Line_Home_Entertainment>","Company"
"<http://dbpedia.org/resource/Innovative_Communications_Corporation>","0","<http://dbpedia.org/resource/Innovative_Communications_Corporation>","Company"
"<http://dbpedia.org/resource/Freshman_Guitars>","0","<http://dbpedia.org/resource/Freshman_Guitars>","Company"
"<http://dbpedia.org/resource/LPP_(company)>","0","<http://dbpedia.org/resource/LPP_(company)>","Company"
"<http://dbpedia.org/resource/Value_Drug_Mart>","0","<http://dbpedia.org/resource/Value_Drug_Mart>","Company"
"<http://dbpedia.org/resource/Airbus_Group>","0","<http://dbpedia.org/resource/Airbus>","Company"
"<http://dbpedia.org/resource/Atkinson_Center_for_a_Sustainable_Future>","0","<http://dbpedia.org/resource/Atkinson_Center_for_a_Sustainable_Future>","Company"
"<http://dbpedia.org/resource/Orient_Overseas_(International)_Limited>","0","<http://dbpedia.org/resource/Orient_Overseas_(International)_Limited>","Company"
"<http://dbpedia.org/resource/McCauley_Propeller_Systems>","0","<http://dbpedia.org/resource/McCauley_Propeller_Systems>","Company"
"<http://dbpedia.org/resource/Certify_Data_Systems>","0","<http://dbpedia.org/resource/Certify_Data_Systems>","Company"
"<http://dbpedia.org/resource/Stardom_Entertainment>","0","<http://dbpedia.org/resource/Stardom_Entertainment>","Company"
"<http://dbpedia.org/resource/Kaplan_Inc.>","0","<http://dbpedia.org/resource/Kaplan,_Inc.>","Company"
"<http://dbpedia.org/resource/Anadarko_Petroleum_Corporation>","0","<http://dbpedia.org/resource/Anadarko_Petroleum>","Company"
"<http://dbpedia.org/resource/Progress_State_Research_and_Production_Rocket_Space_Center>","0","<http://dbpedia.org/resource/Progress_Rocket_Space_Centre>","Company"
"<http://dbpedia.org/resource/Eugen_Systems>","0","<http://dbpedia.org/resource/Eugen_Systems>","Company"
"<http://dbpedia.org/resource/Columbia_Masterworks_Records>","0","<http://dbpedia.org/resource/Columbia_Masterworks_Records>","Company","RecordLabel"
"<http://dbpedia.org/resource/OTE_TV>","0","<http://dbpedia.org/resource/Cosmote_TV>","Company"
"<http://dbpedia.org/resource/Abrams_Books>","0","<http://dbpedia.org/resource/Abrams_Books>","Company","Publisher"
"<http://dbpedia.org/resource/UK_Mail>","0","<http://dbpedia.org/resource/UK_Mail>","Company"
"<http://dbpedia.org/resource/Kyochon>","0","<http://dbpedia.org/resource/Kyochon>","Company"
"<http://dbpedia.org/resource/Fastweb_(telecommunications_company)>","0","<http://dbpedia.org/resource/Fastweb_(telecommunications_company)>","Company"
"<http://dbpedia.org/resource/Maui_Bus>","0","<http://dbpedia.org/resource/Maui_Bus>","Company","PublicTransitSystem","BusCompany"
"<http://dbpedia.org/resource/ICE_Wireless>","0","<http://dbpedia.org/resource/Ice_Wireless>","Company"
"<http://dbpedia.org/resource/Ersguterjunge>","0","<http://dbpedia.org/resource/Ersguterjunge>","Company","RecordLabel"
"<http://dbpedia.org/resource/Audio_Advice,_Inc.>","0","<http://dbpedia.org/resource/Audio_Advice,_Inc.>","Company"
"<http://dbpedia.org/resource/Telemach>","0","<http://dbpedia.org/resource/Telemach>","Company"
"<http://dbpedia.org/resource/Metropolitan_Bank_and_Trust_Company>","0","<http://dbpedia.org/resource/Metrobank_(Philippines)>","Company"
"<http://dbpedia.org/resource/Evenflo>","0","<http://dbpedia.org/resource/Evenflo>","Company"
"<http://dbpedia.org/resource/First_on_Mars_(website)>","0","<http://dbpedia.org/resource/First_on_Mars_(website)>","Company"
"<http://dbpedia.org/resource/The_Swatch_Group>","0","<http://dbpedia.org/resource/The_Swatch_Group>","Company"
"<http://dbpedia.org/resource/Platinum_Games>","0","<http://dbpedia.org/resource/PlatinumGames>","Company"
"<http://dbpedia.org/resource/Čačanska_banka>","0","<http://dbpedia.org/resource/Halkbank_a.d.>","Company","Bank"
"<http://dbpedia.org/resource/Media_Forest>","0","<http://dbpedia.org/resource/Media_Forest>","Company"
"<http://dbpedia.org/resource/Volga_Group>","0","<http://dbpedia.org/resource/Volga_Group>","Company","Bank"
"<http://dbpedia.org/resource/Ghani_Group_of_Companies>","0","<http://dbpedia.org/resource/Ghani_Group_of_Companies>","Company"
"<http://dbpedia.org/resource/Mitsubishi_UFJ_Securities_International>","0","<http://dbpedia.org/resource/Mitsubishi_UFJ_Securities_International>","Company"
"<http://dbpedia.org/resource/Brocade_Communications_Systems>","0","<http://dbpedia.org/resource/Brocade_Communications_Systems>","Company"
"<http://dbpedia.org/resource/Isra_Vision>","0","<http://dbpedia.org/resource/Isra_Vision>","Company"
"<http://dbpedia.org/resource/Highfields_Capital_Management>","0","<http://dbpedia.org/resource/Highfields_Capital_Management>","Company"
"<http://dbpedia.org/resource/Pirelli>","0","<http://dbpedia.org/resource/Pirelli>","Company"
"<http://dbpedia.org/resource/ViK._Recordings>","0","<http://dbpedia.org/resource/ViK._Recordings>","Company","RecordLabel"
"<http://dbpedia.org/resource/City_of_Santa_Clarita_Transit>","0","<http://dbpedia.org/resource/City_of_Santa_Clarita_Transit>","Company","PublicTransitSystem","BusCompany"
"<http://dbpedia.org/resource/Pace_Development>","0","<http://dbpedia.org/resource/Pace_Development>","Company"
"<http://dbpedia.org/resource/First_United_Bank>","0","<http://dbpedia.org/resource/First_United_Bank>","Company","Bank"
"<http://dbpedia.org/resource/Merkle_Inc.>","0","<http://dbpedia.org/resource/Merkle_Inc.>","Company"
"<http://dbpedia.org/resource/Pedigree_Petfoods>","0","<http://dbpedia.org/resource/Pedigree_Petfoods>","Company"
"<http://dbpedia.org/resource/DLTBCo>","0","<http://dbpedia.org/resource/DLTBCo>","Company","PublicTransitSystem","BusCompany"
"<http://dbpedia.org/resource/Sally_Beauty_Holdings>","0","<http://dbpedia.org/resource/Sally_Beauty_Holdings>","Company"
"<http://dbpedia.org/resource/Cobra_Automotive_Technologies>","0","<http://dbpedia.org/resource/Vodafone_Automotive>","Company"
"<http://dbpedia.org/resource/Zushi_Games>","0","<http://dbpedia.org/resource/Zushi_Games>","Company"
"<http://dbpedia.org/resource/C._A._Parsons_and_Company>","0","<http://dbpedia.org/resource/C._A._Parsons_and_Company>","Company"
"<http://dbpedia.org/resource/Mr._Steak>","0","<http://dbpedia.org/resource/Mr._Steak>","Company"
"<http://dbpedia.org/resource/Shelter_Insurance>","0","<http://dbpedia.org/resource/Shelter_Insurance>","Company"
"<http://dbpedia.org/resource/Rock_Art_Brewery>","0","<http://dbpedia.org/resource/Rock_Art_Brewery>","Company"
"<http://dbpedia.org/resource/Caricom_Airways>","0","<http://dbpedia.org/resource/Caricom_Airways>","Company","PublicTransitSystem","Airline"
"<http://dbpedia.org/resource/Nigeria_Airways>","0","<http://dbpedia.org/resource/Nigeria_Airways>","Company","PublicTransitSystem","Airline"
"<http://dbpedia.org/resource/Aera_Energy>","0","<http://dbpedia.org/resource/Aera_Energy>","Company"
"<http://dbpedia.org/resource/Golden_Dragon_(company)>","0","<http://dbpedia.org/resource/Golden_Dragon_(company)>","Company"
"<http://dbpedia.org/resource/Celio_(retailer)>","0","<http://dbpedia.org/resource/Celio_(retailer)>","Company"
"<http://dbpedia.org/resource/HomeAdvisor>","0","<http://dbpedia.org/resource/HomeAdvisor>","Company"
"<http://dbpedia.org/resource/EServGlobal>","0","<http://dbpedia.org/resource/EServGlobal>","Company"
"<http://dbpedia.org/resource/Emulex>","0","<http://dbpedia.org/resource/Emulex>","Company"
"<http://dbpedia.org/resource/Carter's_Foods>","0","<http://dbpedia.org/resource/Carter's_Foods>","Company"
"<http://dbpedia.org/resource/CACI>","0","<http://dbpedia.org/resource/CACI>","Company"
"<http://dbpedia.org/resource/Shenergy_Group>","0","<http://dbpedia.org/resource/Shenergy_Group>","Company"
"<http://dbpedia.org/resource/Mueller_Systems>","0","<http://dbpedia.org/resource/Mueller_Systems>","Company"
"<http://dbpedia.org/resource/Dresser_Atlas>","0","<http://dbpedia.org/resource/Dresser_Industries>","Company"
"<http://dbpedia.org/resource/National_Social_Security_Fund_(Uganda)>","0","<http://dbpedia.org/resource/National_Social_Security_Fund_(Uganda)>","Company"
"<http://dbpedia.org/resource/Titan_Machinery>","0","<http://dbpedia.org/resource/Titan_Machinery>","Company"
"<http://dbpedia.org/resource/University_of_California_Press>","0","<http://dbpedia.org/resource/University_of_California_Press>","Company","Publisher"
"<http://dbpedia.org/resource/Black_River_Entertainment>","0","<http://dbpedia.org/resource/Black_River_Entertainment>","Company","RecordLabel"
"<http://dbpedia.org/resource/Oil_and_Gas_Development_Company>","0","<http://dbpedia.org/resource/Oil_&_Gas_Development_Company>","Company"
"<http://dbpedia.org/resource/H._J._Heinz_Company>","0","<http://dbpedia.org/resource/Heinz>","Company"
"<http://dbpedia.org/resource/Serenity_Media_Group>","0","<http://dbpedia.org/resource/Serenity_Media_Group>","Company"
"<http://dbpedia.org/resource/ATTO_Technology>","0","<http://dbpedia.org/resource/ATTO_Technology>","Company"
"<http://dbpedia.org/resource/Financo>","0","<http://dbpedia.org/resource/Financo>","Company","Bank"
"<http://dbpedia.org/resource/Georgetown_Rail_Equipment_Company>","0","<http://dbpedia.org/resource/Georgetown_Rail_Equipment_Company>","Company"
"<http://dbpedia.org/resource/Éditions_de_l'Oiseau-Lyre>","0","<http://dbpedia.org/resource/Éditions_de_l'Oiseau-Lyre>","Company","Publisher"
"<http://dbpedia.org/resource/Transener>","0","<http://dbpedia.org/resource/Transener>","Company"
"<http://dbpedia.org/resource/Invesco_PowerShares>","0","<http://dbpedia.org/resource/Invesco_PowerShares>","Company"
"<http://dbpedia.org/resource/Air_Alsace>","0","<http://dbpedia.org/resource/Air_Alsace>","Company","PublicTransitSystem","Airline"
"<http://dbpedia.org/resource/Miran_Pastourma>","0","<http://dbpedia.org/resource/Miran_Pastourma>","Company"
"<http://dbpedia.org/resource/Pontins>","0","<http://dbpedia.org/resource/Pontins>","Company"
"<http://dbpedia.org/resource/The_Cannon_Group>","0","<http://dbpedia.org/resource/The_Cannon_Group,_Inc.>","Company"
"<http://dbpedia.org/resource/Bob's_Discount_Furniture>","0","<http://dbpedia.org/resource/Bob's_Discount_Furniture>","Company"
"<http://dbpedia.org/resource/Moonlight_Brewing_Company>","0","<http://dbpedia.org/resource/Moonlight_Brewing_Company>","Company"
"<http://dbpedia.org/resource/Hansteen_Holdings>","0","<http://dbpedia.org/resource/Hansteen_Holdings>","Company"
"<http://dbpedia.org/resource/Cintra>","0","<http://dbpedia.org/resource/Cintra>","Company"
"<http://dbpedia.org/resource/Electronics_City,_Kochi>","0","<http://dbpedia.org/resource/Electronics_City,_Kochi>","Company"
"<http://dbpedia.org/resource/Meridian_Energy>","0","<http://dbpedia.org/resource/Meridian_Energy>","Company"
"<http://dbpedia.org/resource/University_Press_of_Florida>","0","<http://dbpedia.org/resource/University_Press_of_Florida>","Company","Publisher"
"<http://dbpedia.org/resource/MTV_Films>","0","<http://dbpedia.org/resource/MTV_Films>","Company"
"<http://dbpedia.org/resource/Ayres_Corp.>","0","<http://dbpedia.org/resource/Ayres_Corporation>","Company"
"<http://dbpedia.org/resource/Boeing_Capital>","0","<http://dbpedia.org/resource/Boeing_Capital>","Company"
"<http://dbpedia.org/resource/Bloomberg_L.P.>","0","<http://dbpedia.org/resource/Bloomberg_L.P.>","Company"
"<http://dbpedia.org/resource/United_Technologies_Corporation>","0","<http://dbpedia.org/resource/United_Technologies>","Company"
"<http://dbpedia.org/resource/Magoosh>","0","<http://dbpedia.org/resource/Magoosh>","Company"
"<http://dbpedia.org/resource/Avioimpex>","0","<http://dbpedia.org/resource/Avioimpex>","Company","PublicTransitSystem","Airline"
"<http://dbpedia.org/resource/Yoma_Bank>","0","<http://dbpedia.org/resource/Yoma_Bank>","Company","Bank"
"<http://dbpedia.org/resource/SAPO_(company)>","0","<http://dbpedia.org/resource/SAPO_(company)>","Company"
"<http://dbpedia.org/resource/Gary_Sanchez_Productions>","0","<http://dbpedia.org/resource/Gary_Sanchez_Productions>","Company"
"<http://dbpedia.org/resource/Haryana_Roadways>","0","<http://dbpedia.org/resource/Haryana_Roadways>","Company"
"<http://dbpedia.org/resource/Jabil_Circuit>","0","<http://dbpedia.org/resource/Jabil>","Company"
"<http://dbpedia.org/resource/Siemens-Schuckert>","0","<http://dbpedia.org/resource/Siemens-Schuckert>","Company"
"<http://dbpedia.org/resource/Radar_Records>","0","<http://dbpedia.org/resource/Radar_Records>","Company","RecordLabel"
"<http://dbpedia.org/resource/O'Neills>","0","<http://dbpedia.org/resource/O'Neills>","Company"
"<http://dbpedia.org/resource/Ziferblat>","0","<http://dbpedia.org/resource/Ziferblat>","Company"
"<http://dbpedia.org/resource/Buena_Vista_(brand)>","0","<http://dbpedia.org/resource/Buena_Vista_(brand)>","Company"
"<http://dbpedia.org/resource/Školska_knjiga>","0","<http://dbpedia.org/resource/Školska_knjiga>","Company"
"<http://dbpedia.org/resource/Northwest_Savings_Bank>","0","<http://dbpedia.org/resource/Northwest_Bank>","Company","Bank"
"<http://dbpedia.org/resource/Unionbank>","0","<http://dbpedia.org/resource/Unionbank>","Company","Bank"
"<http://dbpedia.org/resource/Keen_Engineering>","0","<http://dbpedia.org/resource/Keen_Engineering>","Company"
