"old_name","old_type","new_name","first_level","second_level","third_level","fourth_level"
"<http://dbpedia.org/resource/Niki_(airline)>","0","<http://dbpedia.org/resource/Niki_(airline)>","Company","PublicTransitSystem","Airline"
"<http://dbpedia.org/resource/First_Student_(United_States)>","0","<http://dbpedia.org/resource/First_Student_(United_States)>","Company","PublicTransitSystem","BusCompany"
"<http://dbpedia.org/resource/Greenheart_Games>","0","<http://dbpedia.org/resource/Greenheart_Games>","Company"
"<http://dbpedia.org/resource/CTran_(Elmira,_NY)>","0","<http://dbpedia.org/resource/First_Transit_Operations_in_the_Southern_Tier>","Company","PublicTransitSystem","BusCompany"
"<http://dbpedia.org/resource/Pueblo_Transit>","0","<http://dbpedia.org/resource/Pueblo_Transit>","Company","PublicTransitSystem","BusCompany"
"<http://dbpedia.org/resource/SVM_(company)>","0","<http://dbpedia.org/resource/SVM_(company)>","Company"
"<http://dbpedia.org/resource/Fella-Werke>","0","<http://dbpedia.org/resource/Fella-Werke>","Company"
"<http://dbpedia.org/resource/Fanzz>","0","<http://dbpedia.org/resource/Fanzz>","Company"
"<http://dbpedia.org/resource/Portuguese_East_India_Company>","0","<http://dbpedia.org/resource/Portuguese_East_India_Company>","Company"
"<http://dbpedia.org/resource/Rockwell_Medical_Inc.>","0","<http://dbpedia.org/resource/Rockwell_Medical>","Company"
"<http://dbpedia.org/resource/Cod_Music>","0","<http://dbpedia.org/resource/Cod_Music>","Company","RecordLabel"
"<http://dbpedia.org/resource/Uttar_Gujarat_Vij>","0","<http://dbpedia.org/resource/Uttar_Gujarat_Vij>","Company"
"<http://dbpedia.org/resource/Winklevoss_Capital_Management>","0","<http://dbpedia.org/resource/Winklevoss_Capital_Management>","Company"
"<http://dbpedia.org/resource/Disciplined_Growth_Investors>","0","<http://dbpedia.org/resource/Disciplined_Growth_Investors>","Company"
"<http://dbpedia.org/resource/DreamRift>","0","<http://dbpedia.org/resource/DreamRift>","Company"
"<http://dbpedia.org/resource/Kermanshah_University_of_Medical_Sciences>","0","<http://dbpedia.org/resource/Kermanshah_University_of_Medical_Sciences>","EducationalInstitute","University"
"<http://dbpedia.org/resource/Just_Mobile>","0","<http://dbpedia.org/resource/Just_Mobile>","Company"
"<http://dbpedia.org/resource/Kung_Fu_Records>","0","<http://dbpedia.org/resource/Kung_Fu_Records>","Company","RecordLabel"
"<http://dbpedia.org/resource/Utilimaster_Corporation>","0","<http://dbpedia.org/resource/Utilimaster>","Company"
"<http://dbpedia.org/resource/Hilton_Garden_Inn>","0","<http://dbpedia.org/resource/Hilton_Garden_Inn>","Company"
"<http://dbpedia.org/resource/Mother's_Brewing_Company>","0","<http://dbpedia.org/resource/Mother's_Brewing_Company>","Company","Brewery"
"<http://dbpedia.org/resource/Dynon_Avionics>","0","<http://dbpedia.org/resource/Dynon_Avionics>","Company"
"<http://dbpedia.org/resource/Center_Parcs_UK>","0","<http://dbpedia.org/resource/Center_Parcs_UK_and_Ireland>","Company"
"<http://dbpedia.org/resource/Din_Tur>","0","<http://dbpedia.org/resource/Din_Tur>","Company","PublicTransitSystem","BusCompany"
"<http://dbpedia.org/resource/Domino's_Pizza_Enterprises>","0","<http://dbpedia.org/resource/Domino's_Pizza_Enterprises>","Company"
"<http://dbpedia.org/resource/LyddAir>","0","<http://dbpedia.org/resource/LyddAir>","Company","PublicTransitSystem","Airline"
"<http://dbpedia.org/resource/Almost_Skateboards>","0","<http://dbpedia.org/resource/Almost_Skateboards>","Company"
"<http://dbpedia.org/resource/Centralwings>","0","<http://dbpedia.org/resource/Centralwings>","Company","PublicTransitSystem","Airline"
"<http://dbpedia.org/resource/Cuan_Mhuire>","0","<http://dbpedia.org/resource/Cuan_Mhuire>","Company"
